row.names,asv.id,q2.id,Confidence,Domain,Phylum,Class,Order,Family,Genus,Species,ASV
ASV1612,ASV1612,c81e2bd02b1d9ead7d0b225e0c868b70,0.993234194,d__Bacteria,p__SAR324_clade(Marine_group_B),c__SAR324_clade(Marine_group_B),o__SAR324_clade(Marine_group_B),f__SAR324_clade(Marine_group_B),g__SAR324_clade(Marine_group_B),s__uncultured_SAR324,ASV1612
ASV1613,ASV1613,c823de4abb1c14b14365fc1a20777025,0.951000349,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__CL500-29_marine_group,s__bacterium_enrichment,ASV1613
ASV1614,ASV1614,c838b9649924f8b3c2fc2cc8da637f81,0.894281574,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Salinirepens,s__uncultured_Bacteroidetes,ASV1614
ASV1615,ASV1615,c854f9a9d55388fb928aeac0be123ab6,0.992638339,d__Bacteria,p__SAR324_clade(Marine_group_B),c__SAR324_clade(Marine_group_B),o__SAR324_clade(Marine_group_B),f__SAR324_clade(Marine_group_B),g__SAR324_clade(Marine_group_B),s__uncultured_SAR324,ASV1615
ASV1616,ASV1616,c86d93c801669023d6c83af999da7d4e,0.999999864,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__uncultured,s__uncultured_prokaryote,ASV1616
ASV1617,ASV1617,c88c3a49d54a2ed778b5ac0a1a3230c5,0.997579669,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__Vicinamibacteraceae,,ASV1617
ASV1618,ASV1618,c89ce5e515099bbbadad2a9117b67d89,0.999971184,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__Paludibacter,,ASV1618
ASV1619,ASV1619,c8d5d73acfeb0f1b010b155b862e0941,0.736071674,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__metagenome,ASV1619
ASV1620,ASV1620,c8ea7694ff4a9a44c163ce035d699e8e,0.701462071,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,s__marine_metagenome,ASV1620
ASV1621,ASV1621,c8ecb86b6683830077342e4098d4ce26,0.991324353,d__Bacteria,,,,,,,ASV1621
ASV1622,ASV1622,c900713ffc68b17f0a37b83518867bd5,0.999999998,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,,ASV1622
ASV1623,ASV1623,c91903231e106a5801ca6a3f3d64fd68,0.999788533,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Sediminibacterium,,ASV1623
ASV1624,ASV1624,c9369d7210d34016ea33da394e399bc4,0.968674395,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV1624
ASV1625,ASV1625,c9553ffee0c3e8b24b0904f238ccbfa7,0.993739002,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__CL500-3,s__uncultured_marine,ASV1625
ASV1626,ASV1626,c9605772322176f639fc8cdf399e750f,0.923628147,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__NS9_marine_group,g__NS9_marine_group,s__uncultured_Flavobacteriales,ASV1626
ASV1627,ASV1627,c964e873161fa43dad534f1127fbeb79,1,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Stappiaceae,g__Stappiaceae,s__uncultured_bacterium,ASV1627
ASV1628,ASV1628,c97d765a216b88c9285847ef8b24190c,0.99787348,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,s__marine_metagenome,ASV1628
ASV1629,ASV1629,c99adbe15d73fc68e85ed9a055aced37,1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,,,ASV1629
ASV1630,ASV1630,c9b356eef8d8240722e04c54acba9578,0.703893696,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__uncultured,,ASV1630
ASV1631,ASV1631,c9c07f9216e401c0bee505afe2a7f0b5,0.996063023,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfosarcinaceae,g__uncultured,,ASV1631
ASV1632,ASV1632,c9dcfae47d2aa7074a6ed94d53232855,0.998924198,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Candidatus_Methylopumilus,,ASV1632
ASV1633,ASV1633,ca0199d09d1a5299d7bf75d445212457,0.998264095,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Formosa,,ASV1633
ASV1634,ASV1634,ca81083432bd829e0d1079c2435ca62d,0.919775445,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__SAR86_clade,g__SAR86_clade,s__uncultured_bacterium,ASV1634
ASV1635,ASV1635,cab73dc7e22cebccf9d44456de610b63,1,d__Bacteria,p__Chloroflexi,c__SL56_marine_group,o__SL56_marine_group,f__SL56_marine_group,g__SL56_marine_group,,ASV1635
ASV1636,ASV1636,cad11f3104e7d352b5ca445e47ad9fc8,0.970691715,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV1636
ASV1637,ASV1637,cb02b394549db92612179b5a2fb6872d,0.997611521,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__NS11-12_marine_group,g__NS11-12_marine_group,s__uncultured_bacterium,ASV1637
ASV1638,ASV1638,cb3271c79e02b18b34bee9f1ed5dab38,1,d__Bacteria,,,,,,,ASV1638
ASV1639,ASV1639,cb946401052f10435709e61329d8fb93,0.917415809,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__CL500-29_marine_group,s__marine_metagenome,ASV1639
ASV1640,ASV1640,cb9638cc189e883bfb6a337b324d00e4,0.773235646,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Puniceicoccaceae,g__Pelagicoccus,s__uncultured_marine,ASV1640
ASV1641,ASV1641,cb9822fe3ccc431baaeb40092d131814,0.999999949,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,,ASV1641
ASV1642,ASV1642,cbaafac3240e6bcf07647f24491fa2a8,0.923190318,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS2b_marine_group,,ASV1642
ASV1643,ASV1643,cbc654d8eadfc9d5c0f9b91b865022a6,0.99899413,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__marine_metagenome,ASV1643
ASV1644,ASV1644,cbc7e68fc7d4d971d595273c2a90f5b2,0.878356341,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__Candidatus_Planktophila,ASV1644
ASV1645,ASV1645,cbd0ff755fd0e6a065afd88dfacab60c,0.789018107,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_I,g__Clade_Ib,,ASV1645
ASV1646,ASV1646,cbf1eb69951057f500bbee2618477e24,0.997949862,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SH3-11,s__bacterium_SH3-11,ASV1646
ASV1647,ASV1647,cbfb5c058dde49ef0f90510a52991686,0.996595076,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__MWH-UniP1_aquatic_group,g__MWH-UniP1_aquatic_group,s__marine_metagenome,ASV1647
ASV1648,ASV1648,cc3baa22a57e606232289ada8a5448a3,0.999110888,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__uncultured,s__uncultured_Flavobacteriia,ASV1648
ASV1649,ASV1649,cc640470a32a744fd24922bf90d6eeda,0.857160338,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__env.OPS_17,g__env.OPS_17,s__metagenome,ASV1649
ASV1650,ASV1650,cc942eed3debaad7eb38e7e5a987e88c,0.884190665,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_I,g__Clade_Ia,,ASV1650
ASV1651,ASV1651,cc95a3bf0407718ab1e68e1b7cd6239a,0.955814558,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured,s__uncultured_bacterium,ASV1651
ASV1652,ASV1652,cc984bab01df8a4ec1c6afe0aa021bd6,0.99928581,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__uncultured,s__uncultured_Flavobacteriia,ASV1652
ASV1653,ASV1653,ccb5170994f784699188b6691f944dcd,0.999995147,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__Parvibaculaceae,g__uncultured,s__uncultured_Alphaproteobacteria,ASV1653
ASV1654,ASV1654,ccddf0a9d8a6f3504021c97937a3f085,0.705485812,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__uncultured,g__uncultured,s__metagenome,ASV1654
ASV1655,ASV1655,cce612e9f901a7f87d7723a651922d80,0.997466178,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__marine_metagenome,ASV1655
ASV1656,ASV1656,cd0c8248d9cc029fb91bdae0b9fea437,0.990538164,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured,s__uncultured_bacterium,ASV1656
ASV1657,ASV1657,cd0fc94ab6ba485cb95261b7af33c4f0,0.999928664,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,,,ASV1657
ASV1658,ASV1658,cd31213b73789a8b2970a5f730692d8d,0.999963269,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methyloligellaceae,g__Methyloceanibacter,,ASV1658
ASV1659,ASV1659,cd36a8a40dc61027e1f34defceeaecdb,0.751952615,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__env.OPS_17,g__env.OPS_17,s__uncultured_bacterium,ASV1659
ASV1660,ASV1660,cd56538192e0fd5ce736f7c3a6d9b37b,0.727914599,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Candidatus_Aquirestis,s__uncultured_bacterium,ASV1660
ASV1661,ASV1661,cd7066374f10a28d7b32b25fc5a567f3,0.931477718,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,s__uncultured_Flavobacterium,ASV1661
ASV1662,ASV1662,cd7d132b41f6d85985cb6d0cc37f4360,0.843059829,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__CL500-29_marine_group,s__uncultured_bacterium,ASV1662
ASV1663,ASV1663,cd866c0e6056e8088c77f66eeb377088,0.974912113,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__P3OB-42,s__uncultured_bacterium,ASV1663
ASV1664,ASV1664,cd9b2d74f1c0f46d44dc7413c9a38dae,0.999553601,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,,,,ASV1664
ASV1665,ASV1665,cdaae7a5846e573a1b2b74e23a70909f,0.87412336,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_bacterium,ASV1665
ASV1666,ASV1666,cdb8ec348f66d6f6f45b5f277fc6536b,0.999999999,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__KI89A_clade,g__KI89A_clade,,ASV1666
ASV1667,ASV1667,cdbd5702a6c19bcf0b9a03429a4ebccf,0.960032427,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__marine_metagenome,ASV1667
ASV1668,ASV1668,cdea01c3171e8dbfad8154ad096c440e,0.999999051,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,,ASV1668
ASV1669,ASV1669,ce000d3e1d6bd69ac77357e650e926c3,0.993079371,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__marine_metagenome,ASV1669
ASV1670,ASV1670,ce2f388a0bd359b41d9328aec7e4206f,0.722928101,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__uncultured,s__uncultured_Sphingobacterium,ASV1670
ASV1671,ASV1671,ce3a56891fc8cb5a68e06d0e3c9fd355,0.944448665,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__NS9_marine_group,g__NS9_marine_group,s__uncultured_Bacteroidetes/Chlorobi,ASV1671
ASV1672,ASV1672,ce4f78f9c90ea3d4f0be5b00eccd23d3,0.998738662,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Woeseiaceae,g__Woeseia,s__marine_metagenome,ASV1672
ASV1673,ASV1673,ce604061cd1dc3c60baaf70446cf7162,0.871844854,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__uncultured,,ASV1673
ASV1674,ASV1674,ce74d80dcf7493f6b4ef67c0cac2a234,0.939345368,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halieaceae,g__OM60(NOR5)_clade,s__uncultured_Haliea,ASV1674
ASV1675,ASV1675,ce946053bd112bc764ef8f27e5ba940f,0.773590378,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,s__SAR116_cluster,ASV1675
ASV1676,ASV1676,ce980d4fc04b5b465e4b5c4ddf3d7a09,0.996040766,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__marine_metagenome,ASV1676
ASV1677,ASV1677,ceb5b88d87c1c3cab2c4ee33595c5f49,0.999972224,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,,,ASV1677
ASV1678,ASV1678,cec434a3072b0a70e86a95e9bcbf425d,0.718187864,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_II,g__Clade_II,s__unidentified_marine,ASV1678
ASV1679,ASV1679,cee0774c00acca90f7b8e1fb63d0d6aa,0.792637123,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__Candidatus_Puniceispirillum,,ASV1679
ASV1680,ASV1680,ceecfc26bf4a8e003ef43b83f91fb4a2,0.908534419,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__OM43_clade,s__Methylophilales_bacterium,ASV1680
ASV1681,ASV1681,cf6f22f5ce10d6eaf299c75dadc88ce7,0.856764977,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Noviherbaspirillum,,ASV1681
ASV1682,ASV1682,cf8d5304eb82e968655cb37c903c2e5f,0.999999878,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__CL500-3,s__uncultured_bacterium,ASV1682
ASV1683,ASV1683,cf9ebc0e2972d5dcf9261656e9b26238,0.999999999,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Microcystaceae,g__Microcystis_PCC-7914,,ASV1683
ASV1684,ASV1684,cfa5a0b7535fe29430ad1793c7d77cdb,0.704302875,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Balneolales,f__Balneolaceae,g__Balneola,s__uncultured_bacterium,ASV1684
ASV1685,ASV1685,cfb58a87c8b103813ecf4faf44ad7b1f,0.801502945,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__211ds20,g__211ds20,s__metagenome,ASV1685
ASV1686,ASV1686,cfbb97c58e1ccf23011d4f5664230c9f,0.999999985,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,ASV1686
ASV1687,ASV1687,d016c13301be415e9412459499529871,0.829069781,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Puniceicoccaceae,g__MB11C04_marine_group,s__uncultured_marine,ASV1687
ASV1688,ASV1688,d020fdc4eca227f7bdf8f3f251f47425,0.403592687,Unassigned,,,,,,,ASV1688
ASV1689,ASV1689,d02755de96cb9e1541cab6aed7b065a5,0.993866608,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__uncultured_bacterium,ASV1689
ASV1690,ASV1690,d0278c2b35f964b646a24ed15db549b2,0.998508927,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__uncultured_marine,ASV1690
ASV1691,ASV1691,d0543b81b43a77a57118a9de84f52c03,0.999998175,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Thalassobaculales,f__Nisaeaceae,g__OM75_clade,,ASV1691
ASV1692,ASV1692,d05ea371b29b08aa12c08d95a478c0a0,0.999999985,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__uncultured,,ASV1692
ASV1693,ASV1693,d07906e9215173df4925d8a9d5733aee,0.999999052,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Porticoccaceae,g__SAR92_clade,,ASV1693
ASV1694,ASV1694,d08972901203cf4d100f2507f77febde,0.999999947,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Stappiaceae,g__Stappiaceae,s__uncultured_bacterium,ASV1694
ASV1695,ASV1695,d08c789a5a07c24dc19ee27729754a0b,0.966586996,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__marine_metagenome,ASV1695
ASV1696,ASV1696,d0e101489cf2b7d35597b714bb4494b3,0.990051331,d__Bacteria,,,,,,,ASV1696
ASV1697,ASV1697,d11a7f50bc6d9fa48c707dba55169cf4,0.927918317,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Vibrio,,ASV1697
ASV1698,ASV1698,d15355821e40e0f34e629590a9222398,0.725675505,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__uncultured_cyanobacterium,ASV1698
ASV1699,ASV1699,d187ecbb2376a33f6065c01a40798e90,0.959895074,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Nostocaceae,g__Cuspidothrix_LMECYA_163,s__Cuspidothrix_issatschenkoi,ASV1699
ASV1700,ASV1700,d18e61f6c3b2f0236f23ca65c1f2cd29,0.952932001,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,s__uncultured_Flavobacteriaceae,ASV1700
ASV1701,ASV1701,d1b832c47e4e04ed1389b7ae67f9dd00,0.999802564,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SCGC_AAA164-E04,s__uncultured_organism,ASV1701
ASV1702,ASV1702,d1e14f2ad2688c06197ed4a0fc94cc2e,0.999988705,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Crocinitomix,s__uncultured_Bacteroidetes/Chlorobi,ASV1702
ASV1703,ASV1703,d21fe7b7ed59399e3cc522aa726950db,0.999462417,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__marine_metagenome,ASV1703
ASV1704,ASV1704,d2228053a6129d18d0a24017b5f10b7a,0.999143188,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,s__alpha_proteobacterium,ASV1704
ASV1705,ASV1705,d2bdb1eb85d11450337134dfa3083382,0.999997008,d__Bacteria,p__Desulfobacterota,c__Desulfuromonadia,o__Bradymonadales,f__Bradymonadales,g__Bradymonadales,,ASV1705
ASV1706,ASV1706,d30cef5802ab515946818ab10a6cdbe4,0.99977616,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Sediminibacterium,,ASV1706
ASV1707,ASV1707,d31399292049979483cb4808477ac243,0.922184522,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Winogradskyella,s__Coccinimonas_marina,ASV1707
ASV1708,ASV1708,d3316158cc07a4a90ac517c2e0736b37,0.998850402,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV1708
ASV1709,ASV1709,d35d801f693fc2b7878a7f2e18ee3187,0.844520984,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__marine_metagenome,ASV1709
ASV1710,ASV1710,d36d47920ee920cbe0db5ccac4baf70b,0.993771472,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__marine_metagenome,ASV1710
ASV1711,ASV1711,d38f14630147dbfcb27416eb0086820d,0.897842786,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__Unknown_Family,g__Acidibacter,,ASV1711
ASV1712,ASV1712,d3c30d67265aa007736e6d962dace3ed,0.869792217,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__unidentified_archaeon,ASV1712
ASV1713,ASV1713,d3df0e398958a2ee8885fe17caff9860,0.849270012,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Defluviicoccales,f__uncultured,g__uncultured,s__unidentified_marine,ASV1713
ASV1714,ASV1714,d4165debad4075f2330dad6bcfbb16be,0.996746218,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV1714
ASV1715,ASV1715,d422f99585f7271549bb8011f7460a06,0.999999998,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,,,ASV1715
ASV1716,ASV1716,d426145a1e2ecb15b151f903d543c99f,0.965634687,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__uncultured_bacterium,ASV1716
ASV1717,ASV1717,d449f72a532150352ee277044eb41f4d,0.947901669,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__uncultured_bacterium,ASV1717
ASV1718,ASV1718,d4554aedbbe8adf22ce62137a2957933,0.706725319,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS4_marine_group,s__unidentified_marine,ASV1718
ASV1719,ASV1719,d458cfd3fd7e407c2a11b49d26c20725,0.945524049,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV1719
ASV1720,ASV1720,d4653c5165a2f651aa4fbbe47a0ba2ec,0.999997171,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,,ASV1720
ASV1721,ASV1721,d465ad9c5b331a9f6c38dc6e034bcd7e,0.875883173,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__Candidatus_Planktophila,ASV1721
ASV1722,ASV1722,d4ecd86f1b9ef4b8c0cf1612b7fae100,0.909580414,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV1722
ASV1723,ASV1723,d5074d900f3246e69be160342b8ef3fd,0.738870165,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__Candidatus_Puniceispirillum,s__uncultured_bacterium,ASV1723
ASV1724,ASV1724,d525bb57746d939be2096edbb4531dce,0.999982932,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ectothiorhodospirales,f__Ectothiorhodospiraceae,g__uncultured,s__uncultured_marine,ASV1724
ASV1725,ASV1725,d537e7e3a64ae45b4cc49a95b565e1e7,0.997829524,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Pedomicrobium,,ASV1725
ASV1726,ASV1726,d54cb0a1f6771cdb1770a2a6dafa1172,0.999982408,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__unidentified_marine,ASV1726
ASV1727,ASV1727,d5cc469716b9a5fdcfa058ee216a9f35,0.986213528,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__GOUTA6,s__metagenome,ASV1727
ASV1728,ASV1728,d5ce38b562f6bcbf1be29855dac427ee,0.921883247,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,s__uncultured_Flavobacterium,ASV1728
ASV1729,ASV1729,d5d02416e30e83f7788c805264c40961,0.995649089,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV1729
ASV1730,ASV1730,d634295957e5df5c318cb85727970a59,0.821874777,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__uncultured_bacterium,ASV1730
ASV1731,ASV1731,d638fbcee4542b5c21c6e886e8240b34,0.984536531,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,s__marine_metagenome,ASV1731
